pass_no,out_acco,exch_no,stock_code,order_id,report_date,report_time,report_no,wtdraw_qty
1,4242pd027,1,603505,297926,20191009,100000,G297926,200.00
1,4545pd072,1,603301,297927,20191009,100000,G297927,200.00
1,4848pd050,1,603768,297928,20191009,100000,G297928,200.00
1,4747pd008,2,300436,297929,20191009,100000,G297929,200.00
1,4646pd039,2,002664,297930,20191009,100000,G297930,200.00
1,4848pd025,1,603990,297931,20191009,100000,G297931,200.00
1,4949pd041,2,002925,297932,20191009,100000,G297932,200.00
1,4242pd026,1,600000,297933,20191009,100000,G297933,200.00
1,4242pd077,2,000615,297934,20191009,100000,G297934,200.00
1,4848pd030,2,002825,297935,20191009,100000,G297935,200.00
1,4343pd053,1,600588,297936,20191009,100000,G297936,200.00
1,4343pd061,1,600622,297937,20191009,100000,G297937,200.00
1,4242pd088,1,600283,297938,20191009,100000,G297938,200.00
1,4949pd007,2,002893,297939,20191009,100000,G297939,200.00
1,4646pd068,2,300300,297940,20191009,100000,G297940,200.00
1,4545pd032,1,600888,297941,20191009,100000,G297941,200.00
1,4545pd089,2,002399,297942,20191009,100000,G297942,200.00
1,4141pd074,2,000725,297943,20191009,100000,G297943,200.00
1,4545pd084,2,000059,297944,20191009,100000,G297944,200.00
1,4040pd064,2,300191,297945,20191009,100000,G297945,200.00
1,4747pd008,2,300536,297946,20191009,100000,G297946,200.00
1,4747pd052,2,300522,297947,20191009,100000,G297947,200.00
1,4343pd054,2,000668,297948,20191009,100000,G297948,200.00
1,4949pd061,1,601975,297949,20191009,100000,G297949,200.00
1,4444pd097,1,601808,297950,20191009,100000,G297950,200.00
1,4545pd070,2,300634,297951,20191009,100000,G297951,200.00
1,4444pd085,1,603337,297952,20191009,100000,G297952,200.00
1,4848pd068,2,300148,297953,20191009,100000,G297953,200.00
1,4444pd3,1,600064,297954,20191009,100000,G297954,200.00
1,4444pd012,1,600833,297955,20191009,100000,G297955,200.00
1,4141pd014,2,002760,297956,20191009,100000,G297956,200.00
1,4848pd075,1,603767,297957,20191009,100000,G297957,200.00
1,4343pd009,2,002618,297958,20191009,100000,G297958,200.00
1,4949pd007,1,601168,297959,20191009,100000,G297959,200.00
1,4343pd009,1,600376,297960,20191009,100000,G297960,200.00
1,4949pd089,1,688005,297961,20191009,100000,G297961,200.00
1,4040pd002,2,002447,297962,20191009,100000,G297962,200.00
1,4949pd041,1,603066,297963,20191009,100000,G297963,200.00
1,4747pd085,1,603078,297964,20191009,100000,G297964,200.00
1,4949pd049,1,600866,297965,20191009,100000,G297965,200.00
1,4949pd031,1,603605,297966,20191009,100000,G297966,200.00
1,4242pd4,2,300037,297967,20191009,100000,G297967,200.00
1,4949pd076,2,002955,297968,20191009,100000,G297968,200.00
1,4343pd099,2,300522,297969,20191009,100000,G297969,200.00
1,4848pd037,1,603358,297970,20191009,100000,G297970,200.00
1,4949pd083,2,300762,297971,20191009,100000,G297971,200.00
1,4040pd076,2,002552,297972,20191009,100000,G297972,200.00
1,4040pd030,2,300112,297973,20191009,100000,G297973,200.00
1,4848pd054,1,603225,297974,20191009,100000,G297974,200.00
1,4343pd063,1,600636,297975,20191009,100000,G297975,200.00
1,4848pd035,1,603658,297976,20191009,100000,G297976,200.00
1,4747pd073,1,600373,297977,20191009,100000,G297977,200.00
1,4040pd020,1,601975,297978,20191009,100000,G297978,200.00
1,4343pd099,1,600779,297979,20191009,100000,G297979,200.00
1,4949pd031,1,603685,297980,20191009,100000,G297980,200.00
1,4949pd022,1,603035,297981,20191009,100000,G297981,200.00
1,4040pd072,1,600252,297982,20191009,100000,G297982,200.00
1,4949pd037,2,300638,297983,20191009,100000,G297983,200.00
1,4646pd069,2,300335,297984,20191009,100000,G297984,200.00
1,4242pd042,1,600086,297985,20191009,100000,G297985,200.00
1,4646pd060,1,600724,297986,20191009,100000,G297986,200.00
1,4040pd074,2,300181,297987,20191009,100000,G297987,200.00
1,4040pd095,2,002277,297988,20191009,100000,G297988,200.00
1,4141pd094,1,688008,297989,20191009,100000,G297989,200.00
1,4343pd040,1,600317,297990,20191009,100000,G297990,200.00
1,4848pd037,1,603358,297991,20191009,100000,G297991,200.00
1,4242pd057,1,600156,297992,20191009,100000,G297992,200.00
1,4242pd4,2,000898,297993,20191009,100000,G297993,200.00
1,4545pd031,2,002288,297994,20191009,100000,G297994,200.00
1,4040pd096,2,300212,297995,20191009,100000,G297995,200.00
1,4949pd060,1,603758,297996,20191009,100000,G297996,200.00
1,4343pd054,1,600113,297997,20191009,100000,G297997,200.00
1,4141pd020,1,601369,297998,20191009,100000,G297998,200.00
1,4343pd090,1,600592,297999,20191009,100000,G297999,200.00
1,4545pd016,2,002234,298000,20191009,100000,G298000,200.00
1,4545pd059,2,002920,298001,20191009,100000,G298001,200.00
1,4545pd027,1,603912,298002,20191009,100000,G298002,200.00
1,4545pd071,2,002831,298003,20191009,100000,G298003,200.00
1,4343pd060,1,600619,298004,20191009,100000,G298004,200.00
1,4040pd040,2,300122,298005,20191009,100000,G298005,200.00
1,4545pd074,2,300122,298006,20191009,100000,G298006,200.00
1,4040pd005,2,300069,298007,20191009,100000,G298007,200.00
1,4242pd057,2,300370,298008,20191009,100000,G298008,200.00
1,4646pd078,1,601116,298009,20191009,100000,G298009,200.00
1,4444pd033,1,600192,298010,20191009,100000,G298010,200.00
1,4747pd085,1,603066,298011,20191009,100000,G298011,200.00
1,4949pd082,2,002717,298012,20191009,100000,G298012,200.00
1,4949pd062,1,603121,298013,20191009,100000,G298013,200.00
1,4646pd065,2,300334,298014,20191009,100000,G298014,200.00
1,4343pd019,1,600121,298015,20191009,100000,G298015,200.00
1,4747pd042,1,603868,298016,20191009,100000,G298016,200.00
1,4949pd082,2,300773,298017,20191009,100000,G298017,200.00
1,4242pd051,1,600122,298018,20191009,100000,G298018,200.00
1,4747pd056,2,002811,298019,20191009,100000,G298019,200.00
1,4444pd086,2,002141,298020,20191009,100000,G298020,200.00
1,4040pd095,2,002578,298021,20191009,100000,G298021,200.00
1,4242pd023,2,000798,298022,20191009,100000,G298022,200.00
1,4646pd037,2,300117,298023,20191009,100000,G298023,200.00
1,4343pd041,1,600538,298024,20191009,100000,G298024,200.00
1,4848pd014,1,601163,298025,20191009,100000,G298025,200.00
1,4949pd041,1,603056,298026,20191009,100000,G298026,200.00
1,4646pd088,2,002843,298027,20191009,100000,G298027,200.00
1,4141pd073,2,300266,298028,20191009,100000,G298028,200.00
1,4343pd1,1,600338,298029,20191009,100000,G298029,200.00
1,4545pd092,2,002402,298030,20191009,100000,G298030,200.00
1,4646pd069,2,300335,298031,20191009,100000,G298031,200.00
1,4242pd048,2,002332,298032,20191009,100000,G298032,200.00
1,4141pd022,2,000409,298033,20191009,100000,G298033,200.00
1,4040pd092,2,002574,298034,20191009,100000,G298034,200.00
1,4343pd040,1,600317,298035,20191009,100000,G298035,200.00
1,4444pd047,1,600981,298036,20191009,100000,G298036,200.00
1,4848pd014,1,603708,298037,20191009,100000,G298037,200.00
1,4545pd027,2,002276,298038,20191009,100000,G298038,200.00
1,4040pd043,2,002966,298039,20191009,100000,G298039,200.00
1,4242pd046,1,600107,298040,20191009,100000,G298040,200.00
1,4040pd075,1,601137,298041,20191009,100000,G298041,200.00
1,4848pd015,2,002402,298042,20191009,100000,G298042,200.00
1,4747pd056,2,002208,298043,20191009,100000,G298043,200.00
1,4242pd091,2,300637,298044,20191009,100000,G298044,200.00
1,4949pd092,1,688016,298045,20191009,100000,G298045,200.00
1,4141pd077,2,002152,298046,20191009,100000,G298046,200.00
1,4141pd095,2,000837,298047,20191009,100000,G298047,200.00
1,4444pd073,1,601628,298048,20191009,100000,G298048,200.00
1,4646pd049,2,002531,298049,20191009,100000,G298049,200.00
1,4040pd014,2,002449,298050,20191009,100000,G298050,200.00
1,4949pd074,2,002940,298051,20191009,100000,G298051,200.00
1,4949pd090,2,300035,298052,20191009,100000,G298052,200.00
1,4444pd033,1,600995,298053,20191009,100000,G298053,200.00
1,4343pd088,1,600734,298054,20191009,100000,G298054,200.00
1,4949pd092,1,688016,298055,20191009,100000,G298055,200.00
1,4747pd071,2,300338,298056,20191009,100000,G298056,200.00
1,4444pd055,1,600968,298057,20191009,100000,G298057,200.00
1,4242pd023,2,000413,298058,20191009,100000,G298058,200.00
1,4141pd047,1,603758,298059,20191009,100000,G298059,200.00
1,4747pd095,2,300531,298060,20191009,100000,G298060,200.00
1,4040pd095,1,601566,298061,20191009,100000,G298061,200.00
1,4141pd078,2,300680,298062,20191009,100000,G298062,200.00
1,4545pd046,2,002316,298063,20191009,100000,G298063,200.00
1,4646pd073,2,300383,298064,20191009,100000,G298064,200.00
1,4343pd007,2,000780,298065,20191009,100000,G298065,200.00
1,4848pd025,1,603517,298066,20191009,100000,G298066,200.00
1,4444pd054,2,002056,298067,20191009,100000,G298067,200.00
1,4646pd087,2,300368,298068,20191009,100000,G298068,200.00
1,4545pd045,2,002313,298069,20191009,100000,G298069,200.00
1,4646pd025,2,300266,298070,20191009,100000,G298070,200.00
1,4949pd094,2,300298,298071,20191009,100000,G298071,200.00
1,4343pd041,1,600535,298072,20191009,100000,G298072,200.00
1,4545pd081,2,002379,298073,20191009,100000,G298073,200.00
1,4545pd080,2,002383,298074,20191009,100000,G298074,200.00
1,4545pd066,2,002591,298075,20191009,100000,G298075,200.00
1,4949pd007,2,300368,298076,20191009,100000,G298076,200.00
1,4242pd042,1,600086,298077,20191009,100000,G298077,200.00
1,4747pd055,2,300300,298078,20191009,100000,G298078,200.00
1,4545pd074,2,002366,298079,20191009,100000,G298079,200.00
1,4444pd032,1,600990,298080,20191009,100000,G298080,200.00
1,4949pd036,1,603928,298081,20191009,100000,G298081,200.00
1,4141pd063,2,300505,298082,20191009,100000,G298082,200.00
1,4949pd089,2,002281,298083,20191009,100000,G298083,200.00
1,4848pd043,1,600722,298084,20191009,100000,G298084,200.00
1,4444pd025,1,600882,298085,20191009,100000,G298085,200.00
1,4040pd022,2,300124,298086,20191009,100000,G298086,200.00
1,4444pd085,2,000983,298087,20191009,100000,G298087,200.00
1,4444pd100,1,603035,298088,20191009,100000,G298088,200.00
1,4242pd077,1,601005,298089,20191009,100000,G298089,200.00
1,4242pd091,2,002651,298090,20191009,100000,G298090,200.00
1,4949pd061,1,600995,298091,20191009,100000,G298091,200.00
1,4040pd012,2,002411,298092,20191009,100000,G298092,200.00
1,4747pd055,2,002787,298093,20191009,100000,G298093,200.00
1,4343pd040,1,600532,298094,20191009,100000,G298094,200.00
1,4040pd062,1,601969,298095,20191009,100000,G298095,200.00
1,4747pd032,1,603779,298096,20191009,100000,G298096,200.00
1,4040pd002,1,601518,298097,20191009,100000,G298097,200.00
1,4242pd020,2,000976,298098,20191009,100000,G298098,200.00
1,4545pd046,2,002940,298099,20191009,100000,G298099,200.00
1,4242pd008,2,002383,298100,20191009,100000,G298100,200.00
1,4646pd090,2,300377,298101,20191009,100000,G298101,200.00
1,4545pd017,1,601088,298102,20191009,100000,G298102,200.00
1,4848pd056,1,603180,298103,20191009,100000,G298103,200.00
1,4040pd092,1,603006,298104,20191009,100000,G298104,200.00
1,4242pd099,2,002216,298105,20191009,100000,G298105,200.00
1,4646pd016,2,300252,298106,20191009,100000,G298106,200.00
1,4545pd049,2,300557,298107,20191009,100000,G298107,200.00
1,4444pd046,1,688088,298108,20191009,100000,G298108,200.00
1,4545pd089,2,002066,298109,20191009,100000,G298109,200.00
1,4646pd099,2,000037,298110,20191009,100000,G298110,200.00
1,4343pd011,2,300191,298111,20191009,100000,G298111,200.00
1,4242pd100,1,601116,298112,20191009,100000,G298112,200.00
1,4444pd080,2,000737,298113,20191009,100000,G298113,200.00
1,4343pd040,2,000061,298114,20191009,100000,G298114,200.00
1,4747pd008,1,603278,298115,20191009,100000,G298115,200.00
1,4848pd088,1,603757,298116,20191009,100000,G298116,200.00
1,4747pd090,2,300420,298117,20191009,100000,G298117,200.00
1,4343pd052,1,600583,298118,20191009,100000,G298118,200.00
1,4545pd040,2,002306,298119,20191009,100000,G298119,200.00
1,4444pd086,2,002141,298120,20191009,100000,G298120,200.00
1,4848pd098,1,603359,298121,20191009,100000,G298121,200.00
1,4242pd079,1,600242,298122,20191009,100000,G298122,200.00
1,4646pd058,2,002808,298123,20191009,100000,G298123,200.00
1,4141pd083,2,002331,298124,20191009,100000,G298124,200.00
1,4040pd072,2,000798,298125,20191009,100000,G298125,200.00
1,4545pd038,2,002171,298126,20191009,100000,G298126,200.00
1,4343pd054,1,600115,298127,20191009,100000,G298127,200.00
1,4848pd003,2,300439,298128,20191009,100000,G298128,200.00
1,4141pd074,2,000723,298129,20191009,100000,G298129,200.00
1,4141pd1,1,603868,298130,20191009,100000,G298130,200.00
1,4646pd077,1,600545,298131,20191009,100000,G298131,200.00
1,4343pd032,1,600501,298132,20191009,100000,G298132,200.00
1,4343pd062,1,600386,298133,20191009,100000,G298133,200.00
1,4040pd030,2,300112,298134,20191009,100000,G298134,200.00
1,4040pd085,1,603655,298135,20191009,100000,G298135,200.00
1,4949pd057,2,002923,298136,20191009,100000,G298136,200.00
1,4242pd022,2,300392,298137,20191009,100000,G298137,200.00
1,4848pd034,1,603811,298138,20191009,100000,G298138,200.00
1,4646pd089,2,000799,298139,20191009,100000,G298139,200.00
1,4545pd083,2,002385,298140,20191009,100000,G298140,200.00
1,4747pd072,1,603508,298141,20191009,100000,G298141,200.00
1,4242pd068,1,600200,298142,20191009,100000,G298142,200.00
1,4646pd037,2,000623,298143,20191009,100000,G298143,200.00
1,4848pd076,2,300625,298144,20191009,100000,G298144,200.00
1,4545pd068,2,300035,298145,20191009,100000,G298145,200.00
1,4545pd009,1,600795,298146,20191009,100000,G298146,200.00
1,4848pd064,1,603660,298147,20191009,100000,G298147,200.00
1,4646pd069,2,300335,298148,20191009,100000,G298148,200.00
1,4040pd022,2,300089,298149,20191009,100000,G298149,200.00
1,4343pd2,2,300620,298150,20191009,100000,G298150,200.00
1,4040pd066,2,002335,298151,20191009,100000,G298151,200.00
1,4949pd077,2,300694,298152,20191009,100000,G298152,200.00
1,4646pd060,2,002412,298153,20191009,100000,G298153,200.00
1,4242pd088,2,002955,298154,20191009,100000,G298154,200.00
1,4040pd044,2,300130,298155,20191009,100000,G298155,200.00
1,4343pd042,2,300251,298156,20191009,100000,G298156,200.00
1,4545pd031,1,603348,298157,20191009,100000,G298157,200.00
1,4343pd080,1,600705,298158,20191009,100000,G298158,200.00
1,4141pd083,2,000780,298159,20191009,100000,G298159,200.00
1,4646pd027,2,300283,298160,20191009,100000,G298160,200.00
1,4040pd001,1,601188,298161,20191009,100000,G298161,200.00
1,4343pd080,1,600628,298162,20191009,100000,G298162,200.00
1,4848pd085,2,300680,298163,20191009,100000,G298163,200.00
1,4242pd057,1,600705,298164,20191009,100000,G298164,200.00
1,4242pd091,2,002651,298165,20191009,100000,G298165,200.00
1,4949pd074,2,002940,298166,20191009,100000,G298166,200.00
1,4545pd066,2,002281,298167,20191009,100000,G298167,200.00
1,4545pd060,2,002336,298168,20191009,100000,G298168,200.00
1,4141pd035,2,000534,298169,20191009,100000,G298169,200.00
1,4242pd014,1,600968,298170,20191009,100000,G298170,200.00
1,4444pd067,2,002090,298171,20191009,100000,G298171,200.00
1,4141pd035,2,000778,298172,20191009,100000,G298172,200.00
1,4545pd030,2,002281,298173,20191009,100000,G298173,200.00
1,4141pd4,2,000010,298174,20191009,100000,G298174,200.00
1,4141pd054,1,603358,298175,20191009,100000,G298175,200.00
1,4242pd027,1,601798,298176,20191009,100000,G298176,200.00
1,4343pd088,1,600734,298177,20191009,100000,G298177,200.00
1,4444pd036,1,600283,298178,20191009,100000,G298178,200.00
1,4747pd086,1,601020,298179,20191009,100000,G298179,200.00
1,4141pd082,2,000778,298180,20191009,100000,G298180,200.00
1,4545pd025,2,002492,298181,20191009,100000,G298181,200.00
1,4848pd077,2,300627,298182,20191009,100000,G298182,200.00
1,4949pd081,2,300751,298183,20191009,100000,G298183,200.00
1,4444pd080,2,002127,298184,20191009,100000,G298184,200.00
1,4747pd041,1,600156,298185,20191009,100000,G298185,200.00
1,4545pd070,2,300041,298186,20191009,100000,G298186,200.00
1,4343pd017,1,600415,298187,20191009,100000,G298187,200.00
1,4242pd027,2,002497,298188,20191009,100000,G298188,200.00
1,4646pd047,2,000679,298189,20191009,100000,G298189,200.00
1,4242pd095,1,600890,298190,20191009,100000,G298190,200.00
1,4141pd022,2,002424,298191,20191009,100000,G298191,200.00
1,4242pd037,1,601229,298192,20191009,100000,G298192,200.00
1,4747pd072,2,002711,298193,20191009,100000,G298193,200.00
1,4848pd019,2,300501,298194,20191009,100000,G298194,200.00
1,4949pd009,2,300689,298195,20191009,100000,G298195,200.00
1,4040pd078,1,600459,298196,20191009,100000,G298196,200.00
1,4848pd010,1,600637,298197,20191009,100000,G298197,200.00
1,4646pd077,1,603555,298198,20191009,100000,G298198,200.00
1,4444pd077,2,002124,298199,20191009,100000,G298199,200.00
1,4141pd022,2,000408,298200,20191009,100000,G298200,200.00
1,4747pd082,1,603859,298201,20191009,100000,G298201,200.00
1,4545pd093,1,600781,298202,20191009,100000,G298202,200.00
1,4848pd019,1,601229,298203,20191009,100000,G298203,200.00
1,4646pd091,2,002012,298204,20191009,100000,G298204,200.00
1,4242pd055,1,600146,298205,20191009,100000,G298205,200.00
1,4040pd049,2,002169,298206,20191009,100000,G298206,200.00
1,4848pd006,1,600239,298207,20191009,100000,G298207,200.00
1,4343pd100,1,601163,298208,20191009,100000,G298208,200.00
1,4343pd064,1,600637,298209,20191009,100000,G298209,200.00
1,4444pd2,1,600167,298210,20191009,100000,G298210,200.00
1,4242pd5,2,000900,298211,20191009,100000,G298211,200.00
1,4141pd022,2,000408,298212,20191009,100000,G298212,200.00
1,4646pd039,2,002649,298213,20191009,100000,G298213,200.00
1,4141pd036,1,688088,298214,20191009,100000,G298214,200.00
1,4444pd037,1,601211,298215,20191009,100000,G298215,200.00
1,4242pd069,2,000679,298216,20191009,100000,G298216,200.00
1,4343pd083,1,600716,298217,20191009,100000,G298217,200.00
1,4242pd081,2,000732,298218,20191009,100000,G298218,200.00
1,4747pd013,2,300274,298219,20191009,100000,G298219,200.00
1,4141pd083,2,000785,298220,20191009,100000,G298220,200.00
1,4949pd056,1,600896,298221,20191009,100000,G298221,200.00
1,4040pd030,2,002310,298222,20191009,100000,G298222,200.00
1,4444pd079,1,600279,298223,20191009,100000,G298223,200.00
1,4141pd064,2,300203,298224,20191009,100000,G298224,200.00
1,4646pd005,2,002587,298225,20191009,100000,G298225,200.00
1,4444pd054,2,300567,298226,20191009,100000,G298226,200.00
1,4848pd065,2,300618,298227,20191009,100000,G298227,200.00
1,4040pd096,2,300212,298228,20191009,100000,G298228,200.00
1,4444pd006,1,601968,298229,20191009,100000,G298229,200.00
1,4141pd088,2,000802,298230,20191009,100000,G298230,200.00
1,4343pd038,1,600526,298231,20191009,100000,G298231,200.00
1,4848pd003,2,300439,298232,20191009,100000,G298232,200.00
1,4444pd033,1,600993,298233,20191009,100000,G298233,200.00
1,4141pd009,1,603826,298234,20191009,100000,G298234,200.00
1,4949pd092,1,600792,298235,20191009,100000,G298235,200.00
1,4141pd022,1,600280,298236,20191009,100000,G298236,200.00
1,4949pd058,1,601869,298237,20191009,100000,G298237,200.00
1,4242pd084,1,600269,298238,20191009,100000,G298238,200.00
1,4343pd056,1,600599,298239,20191009,100000,G298239,200.00
1,4949pd036,1,603283,298240,20191009,100000,G298240,200.00
1,4343pd076,1,600688,298241,20191009,100000,G298241,200.00
1,4343pd057,1,603879,298242,20191009,100000,G298242,200.00
1,4242pd3,2,000895,298243,20191009,100000,G298243,200.00
1,4747pd082,2,002772,298244,20191009,100000,G298244,200.00
1,4040pd028,2,300305,298245,20191009,100000,G298245,200.00
1,4545pd034,1,600896,298246,20191009,100000,G298246,200.00
1,4848pd008,2,300739,298247,20191009,100000,G298247,200.00
1,4444pd020,1,600865,298248,20191009,100000,G298248,200.00
1,4747pd011,1,603828,298249,20191009,100000,G298249,200.00
1,4545pd017,2,300600,298250,20191009,100000,G298250,200.00
1,4949pd056,1,603650,298251,20191009,100000,G298251,200.00
1,4848pd096,1,603578,298252,20191009,100000,G298252,200.00
1,4444pd013,1,600637,298253,20191009,100000,G298253,200.00
1,4949pd033,2,002246,298254,20191009,100000,G298254,200.00
1,4141pd071,2,000711,298255,20191009,100000,G298255,200.00
1,4646pd043,2,002407,298256,20191009,100000,G298256,200.00
1,4444pd077,2,002124,298257,20191009,100000,G298257,200.00
1,4141pd037,2,002378,298258,20191009,100000,G298258,200.00
1,4141pd057,1,601869,298259,20191009,100000,G298259,200.00
1,4040pd070,2,300749,298260,20191009,100000,G298260,200.00
1,4949pd079,1,600742,298261,20191009,100000,G298261,200.00
1,4848pd067,1,603797,298262,20191009,100000,G298262,200.00
1,4747pd046,2,300478,298263,20191009,100000,G298263,200.00
1,4646pd047,2,002672,298264,20191009,100000,G298264,200.00
1,4242pd011,2,000929,298265,20191009,100000,G298265,200.00
1,4949pd016,2,000554,298266,20191009,100000,G298266,200.00
1,4848pd006,1,600060,298267,20191009,100000,G298267,200.00
1,4848pd085,2,300641,298268,20191009,100000,G298268,200.00
1,4646pd042,2,000409,298269,20191009,100000,G298269,200.00
1,4343pd043,1,600547,298270,20191009,100000,G298270,200.00
1,4242pd042,2,002449,298271,20191009,100000,G298271,200.00
1,4747pd082,2,002772,298272,20191009,100000,G298272,200.00
1,4040pd093,1,600547,298273,20191009,100000,G298273,200.00
1,4141pd043,2,000570,298274,20191009,100000,G298274,200.00
1,4242pd062,2,000825,298275,20191009,100000,G298275,200.00
1,4040pd040,2,002175,298276,20191009,100000,G298276,200.00
1,4747pd049,2,300297,298277,20191009,100000,G298277,200.00
1,4343pd071,1,600667,298278,20191009,100000,G298278,200.00
1,4040pd007,2,002170,298279,20191009,100000,G298279,200.00
1,4646pd043,2,002801,298280,20191009,100000,G298280,200.00
1,4848pd052,1,603133,298281,20191009,100000,G298281,200.00
1,4444pd016,1,601607,298282,20191009,100000,G298282,200.00
1,4141pd082,1,603887,298283,20191009,100000,G298283,200.00
1,4949pd075,1,603238,298284,20191009,100000,G298284,200.00
1,4343pd060,1,603650,298285,20191009,100000,G298285,200.00
1,4444pd2,1,600793,298286,20191009,100000,G298286,200.00
1,4343pd090,1,600269,298287,20191009,100000,G298287,200.00
1,4444pd060,2,300175,298288,20191009,100000,G298288,200.00
1,4141pd088,1,603693,298289,20191009,100000,G298289,200.00
1,4343pd077,1,600692,298290,20191009,100000,G298290,200.00
1,4242pd084,2,000753,298291,20191009,100000,G298291,200.00
1,4444pd093,1,601633,298292,20191009,100000,G298292,200.00
1,4242pd062,1,600172,298293,20191009,100000,G298293,200.00
1,4040pd047,2,000422,298294,20191009,100000,G298294,200.00
1,4242pd025,2,002181,298295,20191009,100000,G298295,200.00
1,4949pd044,2,002073,298296,20191009,100000,G298296,200.00
1,4545pd5,1,601999,298297,20191009,100000,G298297,200.00
1,4949pd015,2,300706,298298,20191009,100000,G298298,200.00
1,4949pd085,2,300208,298299,20191009,100000,G298299,200.00
1,4646pd043,1,603133,298300,20191009,100000,G298300,200.00
1,4848pd052,1,600657,298301,20191009,100000,G298301,200.00
1,4949pd002,2,300298,298302,20191009,100000,G298302,200.00
1,4747pd089,1,603611,298303,20191009,100000,G298303,200.00
1,4141pd072,2,000716,298304,20191009,100000,G298304,200.00
1,4242pd035,1,600060,298305,20191009,100000,G298305,200.00
1,4747pd009,2,002779,298306,20191009,100000,G298306,200.00
1,4848pd011,1,603600,298307,20191009,100000,G298307,200.00
1,4545pd086,2,300056,298308,20191009,100000,G298308,200.00
1,4848pd071,2,300498,298309,20191009,100000,G298309,200.00
1,4444pd028,1,600172,298310,20191009,100000,G298310,200.00
1,4545pd078,2,002106,298311,20191009,100000,G298311,200.00
1,4848pd053,1,603920,298312,20191009,100000,G298312,200.00
1,4343pd058,1,600612,298313,20191009,100000,G298313,200.00
1,4949pd079,2,300755,298314,20191009,100000,G298314,200.00
1,4343pd091,1,600783,298315,20191009,100000,G298315,200.00
1,4242pd068,2,300123,298316,20191009,100000,G298316,200.00
1,4040pd094,1,603776,298317,20191009,100000,G298317,200.00
1,4040pd035,2,002595,298318,20191009,100000,G298318,200.00
1,4747pd078,2,300456,298319,20191009,100000,G298319,200.00
1,4545pd063,2,002442,298320,20191009,100000,G298320,200.00
1,4444pd094,2,002172,298321,20191009,100000,G298321,200.00
1,4545pd027,1,601107,298322,20191009,100000,G298322,200.00
1,4141pd018,2,300702,298323,20191009,100000,G298323,200.00
1,4848pd013,1,600909,298324,20191009,100000,G298324,200.00
1,4444pd063,2,300597,298325,20191009,100000,G298325,200.00
1,4040pd092,2,002129,298326,20191009,100000,G298326,200.00
1,4848pd081,2,300648,298327,20191009,100000,G298327,200.00
1,4242pd077,1,600052,298328,20191009,100000,G298328,200.00
1,4545pd097,2,300065,298329,20191009,100000,G298329,200.00
1,4343pd048,1,600898,298330,20191009,100000,G298330,200.00
1,4545pd099,1,600928,298331,20191009,100000,G298331,200.00
1,4848pd058,1,603269,298332,20191009,100000,G298332,200.00
1,4747pd037,2,002887,298333,20191009,100000,G298333,200.00
1,4545pd5,1,601999,298334,20191009,100000,G298334,200.00
1,4141pd057,2,000636,298335,20191009,100000,G298335,200.00
1,4646pd013,2,300248,298336,20191009,100000,G298336,200.00
1,4848pd063,1,603496,298337,20191009,100000,G298337,200.00
1,4545pd079,2,002812,298338,20191009,100000,G298338,200.00
1,4747pd068,2,002442,298339,20191009,100000,G298339,200.00
1,4545pd017,2,002871,298340,20191009,100000,G298340,200.00
1,4040pd070,2,300175,298341,20191009,100000,G298341,200.00
1,4646pd076,2,300352,298342,20191009,100000,G298342,200.00
1,4343pd058,2,002713,298343,20191009,100000,G298343,200.00
1,4545pd088,2,002398,298344,20191009,100000,G298344,200.00
1,4242pd062,2,000825,298345,20191009,100000,G298345,200.00
1,4848pd045,2,300464,298346,20191009,100000,G298346,200.00
1,4545pd1,2,002190,298347,20191009,100000,G298347,200.00
1,4848pd084,1,603126,298348,20191009,100000,G298348,200.00
1,4242pd022,2,002839,298349,20191009,100000,G298349,200.00
1,4444pd075,1,600179,298350,20191009,100000,G298350,200.00
1,4747pd059,1,600031,298351,20191009,100000,G298351,200.00
1,4040pd057,2,002517,298352,20191009,100000,G298352,200.00
1,4949pd046,1,603686,298353,20191009,100000,G298353,200.00
1,4646pd075,2,300208,298354,20191009,100000,G298354,200.00
1,4040pd009,2,300785,298355,20191009,100000,G298355,200.00
1,4040pd079,2,002595,298356,20191009,100000,G298356,200.00
1,4848pd011,2,300541,298357,20191009,100000,G298357,200.00
1,4848pd053,1,603920,298358,20191009,100000,G298358,200.00
1,4343pd025,1,600467,298359,20191009,100000,G298359,200.00
1,4747pd013,1,603378,298360,20191009,100000,G298360,200.00
1,4545pd026,2,002080,298361,20191009,100000,G298361,200.00
1,4141pd091,2,002342,298362,20191009,100000,G298362,200.00
1,4949pd044,2,300739,298363,20191009,100000,G298363,200.00
1,4747pd006,2,300438,298364,20191009,100000,G298364,200.00
1,4242pd037,1,600069,298365,20191009,100000,G298365,200.00
1,4545pd044,2,002309,298366,20191009,100000,G298366,200.00
1,4141pd091,2,000818,298367,20191009,100000,G298367,200.00
1,4747pd065,2,300453,298368,20191009,100000,G298368,200.00
1,4545pd024,2,002271,298369,20191009,100000,G298369,200.00
1,4545pd033,1,600368,298370,20191009,100000,G298370,200.00
1,4747pd087,2,300438,298371,20191009,100000,G298371,200.00
1,4545pd044,2,002574,298372,20191009,100000,G298372,200.00
1,4040pd060,2,002606,298373,20191009,100000,G298373,200.00
1,4545pd013,2,002228,298374,20191009,100000,G298374,200.00
1,4444pd060,2,002073,298375,20191009,100000,G298375,200.00
